model,gamma,f,aggregator,attack,accuracy
snn_atan12,1.0,0,CenteredClipping,Optimal_InnerProductManipulation,0.97
snn_atan12,1.0,1,CenteredClipping,Optimal_InnerProductManipulation,0.97
snn_atan12,1.0,2,CenteredClipping,Optimal_InnerProductManipulation,0.96
snn_atan12,1.0,3,CenteredClipping,Optimal_InnerProductManipulation,0.96
snn_atan12,1.0,4,CenteredClipping,Optimal_InnerProductManipulation,0.95
snn_atan12,1.0,5,CenteredClipping,Optimal_InnerProductManipulation,0.95
cnn_relu,0.0,0,TrMean,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,0.0,1,TrMean,Optimal_ALittleIsEnough_neg1,0.39
cnn_relu,0.0,2,TrMean,Optimal_ALittleIsEnough_neg1,0.27
cnn_relu,0.0,3,TrMean,Optimal_ALittleIsEnough_neg1,0.16
cnn_relu,0.0,4,TrMean,Optimal_ALittleIsEnough_neg1,0.16
cnn_relu,0.0,5,TrMean,Optimal_ALittleIsEnough_neg1,0.16
cnn_relu,0.33,0,TrMean,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,0.33,1,TrMean,Optimal_ALittleIsEnough_neg1,0.71
cnn_relu,0.33,2,TrMean,Optimal_ALittleIsEnough_neg1,0.67
cnn_relu,0.33,3,TrMean,Optimal_ALittleIsEnough_neg1,0.26
cnn_relu,0.33,4,TrMean,Optimal_ALittleIsEnough_neg1,0.42
cnn_relu,0.33,5,TrMean,Optimal_ALittleIsEnough_neg1,0.22
cnn_relu,0.66,0,TrMean,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,0.66,1,TrMean,Optimal_ALittleIsEnough_neg1,0.96
cnn_relu,0.66,2,TrMean,Optimal_ALittleIsEnough_neg1,0.97
cnn_relu,0.66,3,TrMean,Optimal_ALittleIsEnough_neg1,0.93
cnn_relu,0.66,4,TrMean,Optimal_ALittleIsEnough_neg1,0.86
cnn_relu,0.66,5,TrMean,Optimal_ALittleIsEnough_neg1,0.79
cnn_relu,1.0,0,TrMean,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,1.0,1,TrMean,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,1.0,2,TrMean,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,1.0,3,TrMean,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,1.0,4,TrMean,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,1.0,5,TrMean,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,0.0,0,TrMean,SignFlipping,0.99
cnn_relu,0.0,1,TrMean,SignFlipping,0.59
cnn_relu,0.0,2,TrMean,SignFlipping,0.41
cnn_relu,0.0,3,TrMean,SignFlipping,0.21
cnn_relu,0.0,4,TrMean,SignFlipping,0.16
cnn_relu,0.0,5,TrMean,SignFlipping,0.16
cnn_relu,0.33,0,TrMean,SignFlipping,0.99
cnn_relu,0.33,1,TrMean,SignFlipping,0.98
cnn_relu,0.33,2,TrMean,SignFlipping,0.96
cnn_relu,0.33,3,TrMean,SignFlipping,0.58
cnn_relu,0.33,4,TrMean,SignFlipping,0.71
cnn_relu,0.33,5,TrMean,SignFlipping,0.55
cnn_relu,0.66,0,TrMean,SignFlipping,0.99
cnn_relu,0.66,1,TrMean,SignFlipping,0.98
cnn_relu,0.66,2,TrMean,SignFlipping,0.98
cnn_relu,0.66,3,TrMean,SignFlipping,0.97
cnn_relu,0.66,4,TrMean,SignFlipping,0.96
cnn_relu,0.66,5,TrMean,SignFlipping,0.96
cnn_relu,1.0,0,TrMean,SignFlipping,0.99
cnn_relu,1.0,1,TrMean,SignFlipping,0.99
cnn_relu,1.0,2,TrMean,SignFlipping,0.98
cnn_relu,1.0,3,TrMean,SignFlipping,0.98
cnn_relu,1.0,4,TrMean,SignFlipping,0.98
cnn_relu,1.0,5,TrMean,SignFlipping,0.97
cnn_relu,0.0,0,TrMean,Optimal_InnerProductManipulation,0.99
cnn_relu,0.0,1,TrMean,Optimal_InnerProductManipulation,0.16
cnn_relu,0.0,2,TrMean,Optimal_InnerProductManipulation,0.31
cnn_relu,0.0,3,TrMean,Optimal_InnerProductManipulation,0.16
cnn_relu,0.0,4,TrMean,Optimal_InnerProductManipulation,0.16
cnn_relu,0.0,5,TrMean,Optimal_InnerProductManipulation,0.16
cnn_relu,0.33,0,TrMean,Optimal_InnerProductManipulation,0.99
cnn_relu,0.33,1,TrMean,Optimal_InnerProductManipulation,0.68
cnn_relu,0.33,2,TrMean,Optimal_InnerProductManipulation,0.69
cnn_relu,0.33,3,TrMean,Optimal_InnerProductManipulation,0.63
cnn_relu,0.33,4,TrMean,Optimal_InnerProductManipulation,0.4
cnn_relu,0.33,5,TrMean,Optimal_InnerProductManipulation,0.43
cnn_relu,0.66,0,TrMean,Optimal_InnerProductManipulation,0.99
cnn_relu,0.66,1,TrMean,Optimal_InnerProductManipulation,0.98
cnn_relu,0.66,2,TrMean,Optimal_InnerProductManipulation,0.98
cnn_relu,0.66,3,TrMean,Optimal_InnerProductManipulation,0.97
cnn_relu,0.66,4,TrMean,Optimal_InnerProductManipulation,0.97
cnn_relu,0.66,5,TrMean,Optimal_InnerProductManipulation,0.97
cnn_relu,1.0,0,TrMean,Optimal_InnerProductManipulation,0.99
cnn_relu,1.0,1,TrMean,Optimal_InnerProductManipulation,0.99
cnn_relu,1.0,2,TrMean,Optimal_InnerProductManipulation,0.98
cnn_relu,1.0,3,TrMean,Optimal_InnerProductManipulation,0.98
cnn_relu,1.0,4,TrMean,Optimal_InnerProductManipulation,0.98
cnn_relu,1.0,5,TrMean,Optimal_InnerProductManipulation,0.97
cnn_relu,0.0,0,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,0.0,1,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.2
cnn_relu,0.0,2,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.18
cnn_relu,0.0,3,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.16
cnn_relu,0.0,4,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.16
cnn_relu,0.0,5,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.16
cnn_relu,0.33,0,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,0.33,1,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.46
cnn_relu,0.33,2,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.4
cnn_relu,0.33,3,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.31
cnn_relu,0.33,4,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.38
cnn_relu,0.33,5,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.23
cnn_relu,0.66,0,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,0.66,1,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,0.66,2,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.96
cnn_relu,0.66,3,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.94
cnn_relu,0.66,4,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.72
cnn_relu,0.66,5,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.81
cnn_relu,1.0,0,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,1.0,1,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,1.0,2,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,1.0,3,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,1.0,4,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,1.0,5,GeometricMedian,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,0.0,0,GeometricMedian,SignFlipping,0.99
cnn_relu,0.0,1,GeometricMedian,SignFlipping,0.46
cnn_relu,0.0,2,GeometricMedian,SignFlipping,0.36
cnn_relu,0.0,3,GeometricMedian,SignFlipping,0.17
cnn_relu,0.0,4,GeometricMedian,SignFlipping,0.16
cnn_relu,0.0,5,GeometricMedian,SignFlipping,0.16
cnn_relu,0.33,0,GeometricMedian,SignFlipping,0.99
cnn_relu,0.33,1,GeometricMedian,SignFlipping,0.98
cnn_relu,0.33,2,GeometricMedian,SignFlipping,0.96
cnn_relu,0.33,3,GeometricMedian,SignFlipping,0.53
cnn_relu,0.33,4,GeometricMedian,SignFlipping,0.55
cnn_relu,0.33,5,GeometricMedian,SignFlipping,0.51
cnn_relu,0.66,0,GeometricMedian,SignFlipping,0.99
cnn_relu,0.66,1,GeometricMedian,SignFlipping,0.98
cnn_relu,0.66,2,GeometricMedian,SignFlipping,0.98
cnn_relu,0.66,3,GeometricMedian,SignFlipping,0.97
cnn_relu,0.66,4,GeometricMedian,SignFlipping,0.96
cnn_relu,0.66,5,GeometricMedian,SignFlipping,0.95
cnn_relu,1.0,0,GeometricMedian,SignFlipping,0.99
cnn_relu,1.0,1,GeometricMedian,SignFlipping,0.99
cnn_relu,1.0,2,GeometricMedian,SignFlipping,0.98
cnn_relu,1.0,3,GeometricMedian,SignFlipping,0.98
cnn_relu,1.0,4,GeometricMedian,SignFlipping,0.98
cnn_relu,1.0,5,GeometricMedian,SignFlipping,0.97
cnn_relu,0.0,0,GeometricMedian,Optimal_InnerProductManipulation,0.99
cnn_relu,0.0,1,GeometricMedian,Optimal_InnerProductManipulation,0.16
cnn_relu,0.0,2,GeometricMedian,Optimal_InnerProductManipulation,0.16
cnn_relu,0.0,3,GeometricMedian,Optimal_InnerProductManipulation,0.16
cnn_relu,0.0,4,GeometricMedian,Optimal_InnerProductManipulation,0.16
cnn_relu,0.0,5,GeometricMedian,Optimal_InnerProductManipulation,0.16
cnn_relu,0.33,0,GeometricMedian,Optimal_InnerProductManipulation,0.99
cnn_relu,0.33,1,GeometricMedian,Optimal_InnerProductManipulation,0.46
cnn_relu,0.33,2,GeometricMedian,Optimal_InnerProductManipulation,0.37
cnn_relu,0.33,3,GeometricMedian,Optimal_InnerProductManipulation,0.41
cnn_relu,0.33,4,GeometricMedian,Optimal_InnerProductManipulation,0.36
cnn_relu,0.33,5,GeometricMedian,Optimal_InnerProductManipulation,0.38
cnn_relu,0.66,0,GeometricMedian,Optimal_InnerProductManipulation,0.99
cnn_relu,0.66,1,GeometricMedian,Optimal_InnerProductManipulation,0.98
cnn_relu,0.66,2,GeometricMedian,Optimal_InnerProductManipulation,0.97
cnn_relu,0.66,3,GeometricMedian,Optimal_InnerProductManipulation,0.97
cnn_relu,0.66,4,GeometricMedian,Optimal_InnerProductManipulation,0.97
cnn_relu,0.66,5,GeometricMedian,Optimal_InnerProductManipulation,0.97
cnn_relu,1.0,0,GeometricMedian,Optimal_InnerProductManipulation,0.99
cnn_relu,1.0,1,GeometricMedian,Optimal_InnerProductManipulation,0.99
cnn_relu,1.0,2,GeometricMedian,Optimal_InnerProductManipulation,0.98
cnn_relu,1.0,3,GeometricMedian,Optimal_InnerProductManipulation,0.98
cnn_relu,1.0,4,GeometricMedian,Optimal_InnerProductManipulation,0.98
cnn_relu,1.0,5,GeometricMedian,Optimal_InnerProductManipulation,0.97
cnn_relu,0.0,0,MultiKrum,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,0.0,1,MultiKrum,Optimal_ALittleIsEnough_neg1,0.33
cnn_relu,0.0,2,MultiKrum,Optimal_ALittleIsEnough_neg1,0.16
cnn_relu,0.0,3,MultiKrum,Optimal_ALittleIsEnough_neg1,0.16
cnn_relu,0.0,4,MultiKrum,Optimal_ALittleIsEnough_neg1,0.16
cnn_relu,0.0,5,MultiKrum,Optimal_ALittleIsEnough_neg1,0.16
cnn_relu,0.33,0,MultiKrum,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,0.33,1,MultiKrum,Optimal_ALittleIsEnough_neg1,0.53
cnn_relu,0.33,2,MultiKrum,Optimal_ALittleIsEnough_neg1,0.35
cnn_relu,0.33,3,MultiKrum,Optimal_ALittleIsEnough_neg1,0.28
cnn_relu,0.33,4,MultiKrum,Optimal_ALittleIsEnough_neg1,0.31
cnn_relu,0.33,5,MultiKrum,Optimal_ALittleIsEnough_neg1,0.16
cnn_relu,0.66,0,MultiKrum,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,0.66,1,MultiKrum,Optimal_ALittleIsEnough_neg1,0.97
cnn_relu,0.66,2,MultiKrum,Optimal_ALittleIsEnough_neg1,0.95
cnn_relu,0.66,3,MultiKrum,Optimal_ALittleIsEnough_neg1,0.9
cnn_relu,0.66,4,MultiKrum,Optimal_ALittleIsEnough_neg1,0.87
cnn_relu,0.66,5,MultiKrum,Optimal_ALittleIsEnough_neg1,0.69
cnn_relu,1.0,0,MultiKrum,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,1.0,1,MultiKrum,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,1.0,2,MultiKrum,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,1.0,3,MultiKrum,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,1.0,4,MultiKrum,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,1.0,5,MultiKrum,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,0.0,0,MultiKrum,SignFlipping,0.99
cnn_relu,0.0,1,MultiKrum,SignFlipping,0.51
cnn_relu,0.0,2,MultiKrum,SignFlipping,0.47
cnn_relu,0.0,3,MultiKrum,SignFlipping,0.23
cnn_relu,0.0,4,MultiKrum,SignFlipping,0.16
cnn_relu,0.0,5,MultiKrum,SignFlipping,0.16
cnn_relu,0.33,0,MultiKrum,SignFlipping,0.99
cnn_relu,0.33,1,MultiKrum,SignFlipping,0.98
cnn_relu,0.33,2,MultiKrum,SignFlipping,0.96
cnn_relu,0.33,3,MultiKrum,SignFlipping,0.49
cnn_relu,0.33,4,MultiKrum,SignFlipping,0.41
cnn_relu,0.33,5,MultiKrum,SignFlipping,0.54
cnn_relu,0.66,0,MultiKrum,SignFlipping,0.99
cnn_relu,0.66,1,MultiKrum,SignFlipping,0.99
cnn_relu,0.66,2,MultiKrum,SignFlipping,0.98
cnn_relu,0.66,3,MultiKrum,SignFlipping,0.97
cnn_relu,0.66,4,MultiKrum,SignFlipping,0.96
cnn_relu,0.66,5,MultiKrum,SignFlipping,0.95
cnn_relu,1.0,0,MultiKrum,SignFlipping,0.99
cnn_relu,1.0,1,MultiKrum,SignFlipping,0.99
cnn_relu,1.0,2,MultiKrum,SignFlipping,0.98
cnn_relu,1.0,3,MultiKrum,SignFlipping,0.98
cnn_relu,1.0,4,MultiKrum,SignFlipping,0.98
cnn_relu,1.0,5,MultiKrum,SignFlipping,0.97
cnn_relu,0.0,0,MultiKrum,Optimal_InnerProductManipulation,0.99
cnn_relu,0.0,1,MultiKrum,Optimal_InnerProductManipulation,0.16
cnn_relu,0.0,2,MultiKrum,Optimal_InnerProductManipulation,0.2
cnn_relu,0.0,3,MultiKrum,Optimal_InnerProductManipulation,0.16
cnn_relu,0.0,4,MultiKrum,Optimal_InnerProductManipulation,0.16
cnn_relu,0.0,5,MultiKrum,Optimal_InnerProductManipulation,0.16
cnn_relu,0.33,0,MultiKrum,Optimal_InnerProductManipulation,0.99
cnn_relu,0.33,1,MultiKrum,Optimal_InnerProductManipulation,0.83
cnn_relu,0.33,2,MultiKrum,Optimal_InnerProductManipulation,0.53
cnn_relu,0.33,3,MultiKrum,Optimal_InnerProductManipulation,0.35
cnn_relu,0.33,4,MultiKrum,Optimal_InnerProductManipulation,0.45
cnn_relu,0.33,5,MultiKrum,Optimal_InnerProductManipulation,0.31
cnn_relu,0.66,0,MultiKrum,Optimal_InnerProductManipulation,0.99
cnn_relu,0.66,1,MultiKrum,Optimal_InnerProductManipulation,0.98
cnn_relu,0.66,2,MultiKrum,Optimal_InnerProductManipulation,0.97
cnn_relu,0.66,3,MultiKrum,Optimal_InnerProductManipulation,0.97
cnn_relu,0.66,4,MultiKrum,Optimal_InnerProductManipulation,0.97
cnn_relu,0.66,5,MultiKrum,Optimal_InnerProductManipulation,0.96
cnn_relu,1.0,0,MultiKrum,Optimal_InnerProductManipulation,0.99
cnn_relu,1.0,1,MultiKrum,Optimal_InnerProductManipulation,0.99
cnn_relu,1.0,2,MultiKrum,Optimal_InnerProductManipulation,0.98
cnn_relu,1.0,3,MultiKrum,Optimal_InnerProductManipulation,0.98
cnn_relu,1.0,4,MultiKrum,Optimal_InnerProductManipulation,0.98
cnn_relu,1.0,5,MultiKrum,Optimal_InnerProductManipulation,0.97
cnn_relu,0.0,0,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,0.0,1,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.52
cnn_relu,0.0,2,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.21
cnn_relu,0.0,3,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.16
cnn_relu,0.0,4,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.16
cnn_relu,0.0,5,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.16
cnn_relu,0.33,0,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,0.33,1,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.79
cnn_relu,0.33,2,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.67
cnn_relu,0.33,3,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.48
cnn_relu,0.33,4,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.32
cnn_relu,0.33,5,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.39
cnn_relu,0.66,0,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,0.66,1,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,0.66,2,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.96
cnn_relu,0.66,3,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.88
cnn_relu,0.66,4,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.85
cnn_relu,0.66,5,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.81
cnn_relu,1.0,0,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,1.0,1,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.99
cnn_relu,1.0,2,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,1.0,3,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,1.0,4,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,1.0,5,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.98
cnn_relu,0.0,0,CenteredClipping,SignFlipping,0.99
cnn_relu,0.0,1,CenteredClipping,SignFlipping,0.66
cnn_relu,0.0,2,CenteredClipping,SignFlipping,0.34
cnn_relu,0.0,3,CenteredClipping,SignFlipping,0.22
cnn_relu,0.0,4,CenteredClipping,SignFlipping,0.16
cnn_relu,0.0,5,CenteredClipping,SignFlipping,0.16
cnn_relu,0.33,0,CenteredClipping,SignFlipping,0.99
cnn_relu,0.33,1,CenteredClipping,SignFlipping,0.98
cnn_relu,0.33,2,CenteredClipping,SignFlipping,0.96
cnn_relu,0.33,3,CenteredClipping,SignFlipping,0.57
cnn_relu,0.33,4,CenteredClipping,SignFlipping,0.7
cnn_relu,0.33,5,CenteredClipping,SignFlipping,0.32
cnn_relu,0.66,0,CenteredClipping,SignFlipping,0.99
cnn_relu,0.66,1,CenteredClipping,SignFlipping,0.98
cnn_relu,0.66,2,CenteredClipping,SignFlipping,0.98
cnn_relu,0.66,3,CenteredClipping,SignFlipping,0.97
cnn_relu,0.66,4,CenteredClipping,SignFlipping,0.96
cnn_relu,0.66,5,CenteredClipping,SignFlipping,0.96
cnn_relu,1.0,0,CenteredClipping,SignFlipping,0.99
cnn_relu,1.0,1,CenteredClipping,SignFlipping,0.99
cnn_relu,1.0,2,CenteredClipping,SignFlipping,0.98
cnn_relu,1.0,3,CenteredClipping,SignFlipping,0.98
cnn_relu,1.0,4,CenteredClipping,SignFlipping,0.98
cnn_relu,1.0,5,CenteredClipping,SignFlipping,0.97
cnn_relu,0.0,0,CenteredClipping,Optimal_InnerProductManipulation,0.99
cnn_relu,0.0,1,CenteredClipping,Optimal_InnerProductManipulation,0.25
cnn_relu,0.0,2,CenteredClipping,Optimal_InnerProductManipulation,0.22
cnn_relu,0.0,3,CenteredClipping,Optimal_InnerProductManipulation,0.34
cnn_relu,0.0,4,CenteredClipping,Optimal_InnerProductManipulation,0.2
cnn_relu,0.0,5,CenteredClipping,Optimal_InnerProductManipulation,0.19
cnn_relu,0.33,0,CenteredClipping,Optimal_InnerProductManipulation,0.99
cnn_relu,0.33,1,CenteredClipping,Optimal_InnerProductManipulation,0.86
cnn_relu,0.33,2,CenteredClipping,Optimal_InnerProductManipulation,0.73
cnn_relu,0.33,3,CenteredClipping,Optimal_InnerProductManipulation,0.75
cnn_relu,0.33,4,CenteredClipping,Optimal_InnerProductManipulation,0.53
cnn_relu,0.33,5,CenteredClipping,Optimal_InnerProductManipulation,0.49
cnn_relu,0.66,0,CenteredClipping,Optimal_InnerProductManipulation,0.99
cnn_relu,0.66,1,CenteredClipping,Optimal_InnerProductManipulation,0.98
cnn_relu,0.66,2,CenteredClipping,Optimal_InnerProductManipulation,0.97
cnn_relu,0.66,3,CenteredClipping,Optimal_InnerProductManipulation,0.97
cnn_relu,0.66,4,CenteredClipping,Optimal_InnerProductManipulation,0.96
cnn_relu,0.66,5,CenteredClipping,Optimal_InnerProductManipulation,0.95
cnn_relu,1.0,0,CenteredClipping,Optimal_InnerProductManipulation,0.99
cnn_relu,1.0,1,CenteredClipping,Optimal_InnerProductManipulation,0.99
